,ID,cell,AbsoluteC,mean_shift_clusters
354,NDPK6m,Astrocyte,0.0124518466601115,0
355,NDPK7m,Astrocyte,0.0087639479874735,0
356,NDPK8m,Astrocyte,0.0088239372619498,0
357,NDPK9m,Astrocyte,0.0094284501432411,0
358,NH3tm,Astrocyte,0.8076533455096163,1
359,NH4t3r,Astrocyte,0.0300765123094531,0
360,NH4t3rInt,Astrocyte,0.0456131918531648,0
361,NMNATm,Astrocyte,0.7230280272344595,1
362,NNATm,Astrocyte,0.681607635535849,1
363,NTD1m,Astrocyte,0.236268070156777,0
364,NTD2m,Astrocyte,0.2405707048155963,2
365,NTD5m,Astrocyte,0.2385998377124341,2
366,NaKt,Astrocyte,0.0266004452584663,0
367,NaKtInt,Astrocyte,0.0527700540028317,0
368,O2St,Astrocyte,0.0517575507327926,0
369,O2StInt,Astrocyte,0.0141565662464029,0
370,O2Stm,Astrocyte,0.1338469365953482,0
371,O2t,Astrocyte,0.024496268417371,0
372,O2tInt,Astrocyte,0.001727484974969,0
373,O2tm,Astrocyte,0.0025121517366826,0
374,OCOAT1m,Astrocyte,0.0023375757632843,0
375,OIVD1m,Astrocyte,0.1039246054319584,0
376,OIVD2m,Astrocyte,0.1038995441056471,0
377,OIVD3m,Astrocyte,0.103899865202884,0
378,ORNTArm,Astrocyte,0.0132547155407323,0
379,ORNt3m,Astrocyte,0.7658574437987198,1
380,ORNt4m,Astrocyte,0.7656757827191063,1
381,ORNtiDF,Astrocyte,0.0245707095754819,0
382,ORNtiDFInt,Astrocyte,0.0023614687635045,0
383,P45011A1m,Astrocyte,0.8148977963394612,1
384,P5CDm,Astrocyte,0.8616115833618877,1
385,PCFLOPm,Astrocyte,0.0299845163434459,0
386,PCREATtmdiffir,Astrocyte,0.006103083124313,0
387,PCm,Astrocyte,0.7474075000101107,1
388,PDHm,Astrocyte,0.1132201758322669,0
389,PEFLIP,Astrocyte,0.0273508973494429,0
390,PEFLIPInt,Astrocyte,0.021264891948717,0
391,PEFLIPm,Astrocyte,0.0242537339070885,0
392,PETOHMmhs,Astrocyte,0.6311992295620505,1
393,PGCD,Astrocyte,0.0221794076163908,0
394,PGL,Astrocyte,0.0129516005496602,0
395,PHCDm,Astrocyte,0.8315559405336279,1
396,PHCHGSm,Astrocyte,0.7875660269372879,1
397,PHEMEtm,Astrocyte,0.0567040908262971,0
398,PHETA1m,Astrocyte,0.006274592983216,0
399,PIt2m,Astrocyte,0.8595042556769065,1
400,PIt7,Astrocyte,0.0104466301439263,0
401,PIt7Int,Astrocyte,0.0081632187829796,0
402,PNTKm,Astrocyte,0.6944146304994376,1
403,PPA2m,Astrocyte,0.8327795710303496,1
404,PPAt,Astrocyte,0.0586993178343153,0
405,PPAtInt,Astrocyte,0.0266306253298939,0
406,PPAtm,Astrocyte,0.4640592288660837,2
407,PPBNGS,Astrocyte,0.0157531229931304,0
408,PPCOACm,Astrocyte,0.7349411965550486,1
409,PPCOAOm,Astrocyte,0.0010602051758056,0
410,PPPG9tm,Astrocyte,0.0060721278288628,0
411,PPPGOm,Astrocyte,0.1472141782139364,0
412,PRGNLONEtm,Astrocyte,0.0566323494622756,0
413,PRO1xm,Astrocyte,0.6740679202982524,1
414,PROD2m,Astrocyte,0.6100597313879542,2
415,PROt2r,Astrocyte,0.0289034636099582,0
416,PROt2rInt,Astrocyte,0.04593115729324,0
417,PROtm,Astrocyte,0.002932513464466,0
418,PRPNCOAHYDm,Astrocyte,0.1441343774555012,0
419,PSDmhs,Astrocyte,0.6874410322584568,1
420,PSERT,Astrocyte,0.0016905459344387,0
421,PSFLIP,Astrocyte,0.0273508973498895,0
422,PSFLIPInt,Astrocyte,0.021264891948416,0
423,PSFLIPm,Astrocyte,0.0201352914277533,0
424,PSPL,Astrocyte,0.0202248607222684,0
425,PYLALDOXm,Astrocyte,0.837503984513639,1
426,PYRt2m,Astrocyte,0.8061890104233864,1
427,PYRt2r,Astrocyte,0.029787959417912,0
428,PYRt2rInt,Astrocyte,0.0452687011981084,0
429,RPE,Astrocyte,0.0007947304784445134,0
430,RPI,Astrocyte,0.0030739751952604,0
431,SACCD3m,Astrocyte,0.8358701941842124,1
432,SACCD4m,Astrocyte,0.8196037782750621,1
433,SARCStex,Astrocyte,0.0570440549945724,0
434,SARCStexInt,Astrocyte,0.0058496900848067,0
435,SARCStm,Astrocyte,0.1022188022671513,0
436,SARDHm,Astrocyte,0.0377435941301954,0
437,SERGLNexR,Astrocyte,0.0055353834804596,0
438,SERGLNexRInt,Astrocyte,0.0028710091389906,0
439,SERGLYexR,Astrocyte,0.0038361742570243,0
440,SERGLYexRInt,Astrocyte,0.0017822411241278,0
441,SERt4,Astrocyte,0.0051019998307895,0
442,SERt4Int,Astrocyte,0.004705681627021,0
443,SERtm,Astrocyte,0.0014614942232464,0
444,SLDxm,Astrocyte,0.6710152455539843,1
445,SO4HCOtex,Astrocyte,0.0556294854012084,0
